Ciudad,Mes,Nmero Extranjeros,Homicidios,Hurtos,Delitos Sexuales,Departamento,Temperatura,Dolar,Pib Ponderado,Entradas Extranjeros Zona,Distancia a accseos,importancia accesos,Establecimientos de turismo,N Habitaciones,N Camas,Distancia al TOP,Proxy Pobreza,Gasto Promedio Diario,Gasto Alojamiento Diario,Gasto Transporte Diario,Gasto alimetos Diario,Otros Gastos Diario,Gasto Promedio Viaje,Gasto  Alojamiento Viaje,Gasto Transporte Viaje,Gasto alimetos Viaje,Otros Gastos Viaje,Inflacion,Nmero Vias,Eventos,Area Urbana,Area Rural,Area Agua
sincelejo,1-2018,75.0,3,112,23,sucre,29.0,2855.86,338.1876117136062,18.0,458.1843195813168,0.0,6.6026886475654365,108.90257351617765,170.24907310241508,0.6836981199213233,0.0011795212395318232,89007.84200385356,10980.43881693408,21220.212745382458,27429.347826086956,28965.03371868979,422449.01252408477,52115.359559249955,100715.37472198046,130185.17013232513,137473.838150289,3.679528,4,3.0,12.72645686274509,3.629718823529405,0.029799999999999993
monteria,1-2018,176.0,10,131,30,cordoba,26.8,2855.86,545.4670435396283,0.0,447.0474286858596,0.0,11.617388886222727,222.56911225907243,295.95089241809114,0.6725782472238397,0.0010426589764687534,66879.68400770712,13067.942199884013,11586.874576926795,13894.138941398865,28149.355491329476,298572.52408477844,58339.518654552485,51727.55439512619,62027.92533081285,125667.82658959537,3.679528,4,0.0,23.74010274509804,5.952059215686275,0.029659215686274498
armenia,1-2018,707.0,6,139,31,quindio,22.283068836293022,2855.86,416.07043482216767,284.0,349.94513176146256,0.0019565439006416314,32.01050319009571,272.7996929829533,506.8190374536303,0.6132990489511312,0.0013812567136374937,61604.63198458574,8376.775565435917,14633.145730586984,16631.3393194707,21725.34104046243,268366.46146435454,36491.503962884206,63745.94429939077,72450.61625708884,94641.46820809248,3.679528,11,1.0,12.2729603921568,2.452624705882352,0.012986274509803941
cucuta,1-2018,1607.0,24,195,28,nortedesantander,25.6,2855.86,806.0491578853942,88103.0,353.6435146116075,0.5111838518307381,27.580851312615103,370.41919096215133,528.5494051544786,0.6800874161667652,0.0009995921985537727,58209.37379576108,8781.512661898318,9701.196209264093,15526.084120982987,23966.639691714838,338530.7360308285,51071.014884979704,56419.66057441253,90295.70699432891,139383.81695568401,3.679528,13,1.0,51.03064431372554,11.9047568627451,0.1848082352941177
jamundi,1-2018,50.0,9,38,12,valledelcauca,18.120535,2855.86,199.98411785583642,8535.0,480.1443373956287,0.13796355514124675,1.92230175815196,16.79924579949875,21.897524375470198,0.6626152307641254,0.0015369915447671766,66575.1101878614,9470.104390975606,12079.523759148648,17056.691251999437,22593.705303336035,295439.0318397753,43803.62408669991,56887.681877405455,86539.59654357239,104269.62638153372,3.679528,4,1.0,5.543127843137251,1.4967360784313732,0.0191423529411765
palmira,1-2018,337.0,7,127,9,valledelcauca,21.8,2855.86,598.7540626094675,8535.0,439.0318389687814,0.13796355514124675,7.438472020674979,36.189420055641676,72.7131534605308,0.6467101663111068,0.001668326565177747,66575.1101878614,9292.11619530162,12056.658879784172,16888.532549306983,22637.24571975285,291523.11904661334,42608.648231490464,56868.95757002728,86719.14232829226,100622.00323554783,3.679528,12,1.0,13.37427215686274,3.585463921568626,0.004699999999999982
arauca,1-2018,19.0,6,22,13,arauca,22.1620986853599,2855.86,204.3567016978986,1004.0,466.8358339755809,0.008950540424437702,3.259555155127238,52.570774168591015,74.6354552186827,0.7265083271438854,0.002110817667877565,66575.1101878614,8987.933458789423,11879.70932422299,16711.985201507305,25538.566300220566,353713.295318548,46008.24066059393,65721.78618729704,86719.14232829226,152756.59149299466,3.679528,1,0.0,2.274605098039217,0.8267631372549018,0.06571490196078433
santamarta,1-2018,3184.0,8,267,50,magdalena,28.2,2855.86,540.9379878710757,371.0,592.7550489975231,0.2009060243212552,208.19363824158853,1232.696896999274,2695.317799940983,0.757420574995255,0.0010492322616186714,67803.47687861272,15031.44500289967,11210.031911807368,17278.32514177694,24042.112716763007,284139.68786127167,62991.314517688,46977.16275021758,72407.17107750472,100751.74277456648,3.679528,5,1.0,27.69970392156864,9.278555686274514,2.13725084011
tulua,1-2018,139.0,0,37,6,valledelcauca,22.162649821938643,2855.86,348.6936383800017,8535.0,407.53199407595525,0.13796355514124675,6.435531972943522,65.10752476523339,89.93029094658738,0.6333865768871205,0.0015912057168542275,66575.1101878614,9176.525860879738,12442.174022428278,16934.296856588768,22809.62797318323,289662.3630299904,41621.19891962769,57776.661787166166,86719.14232829226,101263.81947696379,3.679528,6,1.0,9.774708235294115,2.711653725490198,0.013600000000000001
mocoa,1-2018,92.0,0,20,14,putumayo,22.2,2855.86,63.053562678874684,601.0,655.9909827975412,0.10248908170702203,6.769845322187344,67.28056153532089,93.5241594509585,0.7410832122999917,0.001118010615250092,66575.1101878614,8342.795863629239,12746.787291177654,14646.043446514694,21509.092274499184,305479.03411748563,45544.10210016454,69977.62667574278,86719.14232829226,108292.25777439112,3.679528,4,1.0,2.3661780392156864,0.6252290196078425,0.0028000000000000247
barranquilla,1-2018,4606.0,34,596,68,atlantico,27.0,2855.86,2800.667941715833,3142.0,572.9169340827203,0.01669115495277911,35.3536366825339,652.9139710731761,1197.593995328672,0.7432690361057797,0.00211118142310637,90564.33236994219,18675.17301372511,16895.620346194755,22969.130434782608,31706.494219653177,401216.14547206165,82734.34854049874,74850.61019243787,101757.34593572778,140465.42774566473,3.679528,10,0.0,44.20041921568628,20.05284666666666,2.00473764705882
