Ciudad,Mes,Nmero Extranjeros,Homicidios,Hurtos,Delitos Sexuales,Departamento,Temperatura,Dolar,Pib Ponderado,Entradas Extranjeros Zona,Distancia a accseos,importancia accesos,Establecimientos de turismo,N Habitaciones,N Camas,Distancia al TOP,Proxy Pobreza,Gasto Promedio Diario,Gasto Alojamiento Diario,Gasto Transporte Diario,Gasto alimetos Diario,Otros Gastos Diario,Gasto Promedio Viaje,Gasto  Alojamiento Viaje,Gasto Transporte Viaje,Gasto alimetos Viaje,Otros Gastos Viaje,Inflacion,Nmero Vias,Eventos,Area Urbana,Area Rural,Area Agua
sanjosedelguaviare,4-2018,3.0,1,2,11,guaviare,23.069911224755785,2780.47,40.97853986013569,0.0,495.3407652582489,0.0,2.394248085292844,25.652658056707878,36.59779216090487,0.6942311808367213,0.0005949438116689754,66575.1101878614,8245.372956541529,16164.51905861727,16119.444937018352,27668.564573553012,395447.4947870963,45450.96558189091,88726.23478938053,86719.14232829226,192305.36180144985,3.127613,2,0.0,3.454717254901958,0.5113270588235292,0.004400000000000015
palermo,4-2018,0.0,0,3,1,huila,15.525332840557729,2780.47,51.74830775025651,0.0,449.02188040894845,0.0,1.3681417630244823,32.92091117277596,45.918257921509166,0.6558964804812765,6.468538468782064e-05,66575.1101878614,7855.303043557039,12886.075667120742,16027.990104941382,22631.547867028068,307163.1897407386,38876.11593244907,67538.78588687521,86615.10608092211,103876.91314422885,3.127613,2,0.0,0.6515968627450981,0.16255882352941198,0.0018000000000000238
mitu,4-2018,1.0,1,1,3,vaupes,23.069911224755785,2780.47,15.07281653304772,0.0,756.5175454814206,0.0,0.9405974620793245,11.458187265328888,11.885731566275126,0.8187753126426657,0.0005310695699051413,66575.1101878614,7170.043577107048,13428.611373263548,14790.918923992218,28137.854413276455,399306.0173236065,41051.943229721925,79640.26431714605,86719.14232829226,208543.30529562116,3.127613,0,0.0,1.1414952941176466,0.46403568627450964,1.117647058
magangue,4-2018,2.0,0,23,6,bolivar,23.931953419560234,2780.47,118.1010801590858,30124.0,436.89806340316034,0.23114524537566988,2.394248085292844,38.13695164430828,53.52854647833277,0.6815988997819823,0.0009531506154591852,66575.1101878614,12256.211196168608,17432.915242446907,19853.599613616603,26188.647834850035,357816.58321071474,58745.58642772343,80104.38887482694,86719.14232829226,124367.06826774313,3.127613,2,2.0,3.4105960784313716,1.830201960784314,0.0
pitalito,5-2018,34.0,3,44,20,huila,18.27785,2863.12,130.7723928022,0.0,562.0569988230894,0.0,5.741776783995888,76.55702378661226,96.27877882729331,0.7013303338863129,0.0009817378687151381,66575.1101878614,8394.697673190576,13991.037003339206,15601.033377128186,22348.73579794675,338814.83103840624,51427.415414845666,83910.73419693533,86719.14232829226,129164.03920204364,3.156785,6,0.0,2.793593333333334,0.8182584313725498,0.005400000000000016
riohacha,5-2018,88.0,5,61,11,laguajira,27.7,2863.12,211.19246574322355,15388.0,632.5412695047203,0.2706872932929146,13.64712163152646,132.39372265706334,237.2435595822069,0.7888391892294312,0.0012581089908153787,61443.613680154136,6755.0338294993235,15932.140992167102,12980.02741020794,25608.30250481695,407012.59441233135,44746.45273535666,105537.11826709216,85981.83459357277,169633.6021194605,3.156785,2,1.0,6.565825098039214,2.974837647058826,0.0
rionegro,5-2018,311.0,2,76,13,antioquia,16.2,2863.12,295.7166028443183,25362.0,309.633822973388,0.3146585849405409,10.734626161383616,139.46692594169872,205.20610941063558,0.6032505091242224,0.0021829742209745566,66575.1101878614,11545.476424383663,12737.711510952407,19781.806679554367,23317.813822611646,300105.48218093003,51759.38314333914,56151.273164823884,86719.14232829226,88352.12209055308,3.156785,12,2.0,6.596441960784319,1.608628235294118,0.046204313725490165
bogota,5-2018,96886.0,84,9090,476,bogotadc,13.5,2863.12,20608.64496417253,149713.0,253.74340708992256,0.6999999999999998,299.7373909558433,2379.2591566378323,3521.040595090116,0.6045517272693627,0.002586395489031259,90802.28709055876,18932.685095689158,14867.760371337396,23000.09451795841,33676.46146435453,459819.8073217726,95874.49545718152,75289.85301228121,116471.72306238185,170536.49903660888,3.156785,13,0.0,189.9753325490196,37.85034470588236,0.8084011764705882
piedecuesta,5-2018,23.0,1,52,16,santander,22.178719687500205,2863.12,222.6203243755251,244.0,317.09205858463844,0.001204245492828237,5.325706002546909,55.42062808900664,78.80380600643639,0.6490042231201576,0.0014793719182600365,66575.1101878614,12446.61737344282,14084.88279448244,18687.16363062344,23450.014914709092,316598.31302833144,59438.48048223794,63676.08772346662,86267.55845762543,96363.98920099532,3.156785,4,1.0,3.8625180392156864,0.9835874509803908,0.003874901960784327
pereira,5-2018,1622.0,8,176,71,risaralda,20.297204999999998,2863.12,781.1952239326855,717.0,340.61943636422694,0.0036656352339184996,42.938504645534465,355.40766151371645,620.9440342344539,0.6097692914843118,0.0013228175982766784,47503.54238921002,7706.312584573749,11730.464171743544,13551.965028355386,14323.000963391134,251974.29383429672,40876.795863135514,62222.209650904166,71884.0472589792,75973.86801541425,3.156785,14,0.0,21.23713764705881,4.054150196078433,0.025000000000000022
duitama,5-2018,27.0,0,42,12,boyaca,22.178719687500205,2863.12,182.19455141322592,0.0,300.03494582649347,0.0,6.82356081576323,94.03199660746759,152.6147626354849,0.6307515706016174,0.001438340186415299,66575.1101878614,10539.48774013285,14292.817147147256,19188.580007237804,24674.59704796113,324875.62949204515,46563.78384345855,64488.99090791175,86719.14232829226,106266.1637587843,3.156785,5,1.0,4.598735686274509,1.123494117647057,0.009784705882352918
cartagena,5-2018,37859.0,24,467,51,bolivar,28.2,2863.12,2021.0236768402888,27759.0,535.8019369329899,0.23114524537566988,254.38567577790474,1926.9902172027942,3443.318573115447,0.7186014584434873,0.002209851027432326,61669.721579961464,8150.613763773439,12384.036360119911,15474.235349716446,25435.907514450864,370761.74566473986,49001.93601391842,74453.50643071269,93031.95085066163,152922.07514450868,3.156785,5,0.0,23.73276352941176,28.18460862745097,4.3138084011
pasto,5-2018,513.0,5,367,47,narino,14.5,2863.12,396.6231588777332,8961.0,682.800028733627,0.3555277170712855,25.7963884498366,386.36332765351835,508.5217090869402,0.7525006047328805,0.0009654074236073684,45016.0472061657,8619.595979122367,11706.918093027753,12411.639886578449,12110.968208092487,184121.3882466281,35255.24840518075,47882.791799632534,50765.19187145557,49535.40751445086,3.156785,9,0.0,14.10816980392156,3.004343921568625,0.040700000000000014
mosquera,5-2018,31.0,1,48,6,cundinamarca,13.2,2863.12,206.20716018581996,0.0,254.8924655358826,0.0,1.6642831257959116,26.794958325313928,33.285662515918204,0.6034334215330771,0.0016108424224746114,66575.1101878614,13380.474864021231,15533.102588628231,19482.065062625647,26653.1294014447,375255.5127484077,71218.97661409392,77041.05552354372,86887.33064829731,148540.85105735605,3.156785,6,0.0,3.0768384313725488,0.6599125490196074,0.0010999999999999899
sanandres,5-2018,7907.0,0,30,5,archipielagodesanandresprovidenciaysantacatalina,25.2,2863.12,115.82239840311689,2494.0,1118.4291440195564,0.2119405626946616,95.4466372643954,710.8985371837261,1306.6286820623686,0.9693082696318024,0.0016098518111238552,52782.11946050096,997.4096269089504,2252.4040228217773,8881.306238185256,40491.60500963391,462369.55876685935,8737.270442683162,19730.98539793057,77799.94234404537,354705.0761078998,3.156785,1,1.0,0.6135407843137255,2.0404027450980395,2.3138084011
manizales,5-2018,532.0,6,123,20,caldas,19.18612,2863.12,628.1061184439297,0.0,323.278476448554,0.0,30.955666139803917,195.63648143730825,353.82659254421037,0.6050576904965141,0.001381989901833533,57332.58574181118,9459.379470326698,12336.733391354801,15846.497164461247,19461.98458574181,255203.97495183046,42106.443069785426,54914.37965380524,70537.3572778828,86630.94026974951,3.156785,9,0.0,16.43036862745098,2.951001176470589,0.011900000000000022
bucaramanga,5-2018,927.0,5,461,62,santander,22.45,2863.12,1572.771253318122,244.0,318.2432652837494,0.001204245492828237,38.36172604959572,520.837404217833,725.2945862218573,0.6500074065924457,0.0017611431216049919,66205.69942196531,14425.430117919968,14493.705637752635,18871.79111531191,18152.861271676302,297053.3477842004,64724.37270442683,65030.7107629823,84674.41209829868,81448.70231213873,3.156785,9,1.0,28.36673098039216,7.00383137254902,0.033299999999999996
sincelejo,5-2018,57.0,3,116,19,sucre,26.35,2863.12,290.95937415880127,13.0,458.1843195813168,0.0,6.573918346893841,108.42804564560356,169.50723636231345,0.6836981199213233,0.001014799921032664,89007.84200385356,10980.43881693408,21220.212745382458,27429.347826086956,28965.03371868979,422449.01252408477,52115.359559249955,100715.37472198046,130185.17013232513,137473.838150289,3.156785,4,0.0,12.72645686274509,3.629718823529405,0.029799999999999993
monteria,5-2018,223.0,3,89,32,cordoba,26.7,2863.12,469.2920264239134,0.0,447.0474286858596,0.0,11.566767724281576,221.59929819972604,294.66132742216575,0.6725782472238397,0.0008970506096223137,66879.68400770712,13067.942199884013,11586.874576926795,13894.138941398865,28149.355491329476,298572.52408477844,58339.518654552485,51727.55439512619,62027.92533081285,125667.82658959537,3.156785,4,1.0,23.74010274509804,5.952059215686275,0.029659215686274498
armenia,5-2018,756.0,7,164,24,quindio,19.9,2863.12,357.9657832775891,481.0,349.94513176146256,0.0019565439006416314,31.871021858991668,271.6110061298896,504.6106437413198,0.6132990489511312,0.0011883628348070521,61604.63198458574,8376.775565435917,14633.145730586984,16631.3393194707,21725.34104046243,268366.46146435454,36491.503962884206,63745.94429939077,72450.61625708884,94641.46820809248,3.156785,11,1.0,12.2729603921568,2.452624705882352,0.012986274509803941
cucuta,5-2018,759.0,14,219,60,nortedesantander,27.9,2863.12,693.4835883881295,77771.0,353.6435146116075,0.5111838518307381,27.460671575632507,368.80514067637705,526.2463243766666,0.6800874161667652,0.0008599981502324339,58209.37379576108,8781.512661898318,9701.196209264093,15526.084120982987,23966.639691714838,338530.7360308285,51071.014884979704,56419.66057441253,90295.70699432891,139383.81695568401,3.156785,13,0.0,51.03064431372554,11.9047568627451,0.1848082352941177
jamundi,5-2018,39.0,8,41,17,valledelcauca,21.1,2863.12,172.056136173048,7107.0,480.1443373956287,0.13796355514124675,1.9139255946652867,16.72604541425244,21.8021089479264,0.6626152307641254,0.0013223491413149086,66575.1101878614,9470.104390975606,12079.523759148648,17056.691251999437,22593.705303336035,295439.0318397753,43803.62408669991,56887.681877405455,86539.59654357239,104269.62638153372,3.156785,4,1.0,5.543127843137251,1.4967360784313732,0.0191423529411765
palmira,5-2018,298.0,16,124,16,valledelcauca,22.2,2863.12,515.1374600895272,7107.0,439.0318389687814,0.13796355514124675,7.4060599097918,36.031729673479276,72.39631597212207,0.6467101663111068,0.0014353430950264762,66575.1101878614,9292.11619530162,12056.658879784172,16888.532549306983,22637.24571975285,291523.11904661334,42608.648231490464,56868.95757002728,86719.14232829226,100622.00323554783,3.156785,12,1.0,13.37427215686274,3.585463921568626,0.004699999999999982
arauca,5-2018,19.0,2,32,11,arauca,22.178719687500205,2863.12,175.81808431685138,1914.0,466.8358339755809,0.008950540424437702,3.2453520953020245,52.34170430628001,74.31024156678734,0.7265083271438854,0.0018160398735394816,66575.1101878614,8987.933458789423,11879.70932422299,16711.985201507305,25538.566300220566,353713.295318548,46008.24066059393,65721.78618729704,86719.14232829226,152756.59149299466,3.156785,1,1.0,2.274605098039217,0.8267631372549018,0.06571490196078433
santamarta,5-2018,2201.0,8,204,49,magdalena,28.4,2863.12,465.39545790037926,119.0,592.7550489975231,0.2009060243212552,207.28646331788053,1227.325591118195,2683.5733261896144,0.757420574995255,0.00090270592893959,67803.47687861272,15031.44500289967,11210.031911807368,17278.32514177694,24042.112716763007,284139.68786127167,62991.314517688,46977.16275021758,72407.17107750472,100751.74277456648,3.156785,5,0.0,27.69970392156864,9.278555686274514,2.13725084011
tulua,5-2018,152.0,8,37,13,valledelcauca,22.178719687500205,2863.12,299.9982237141149,7107.0,407.53199407595525,0.13796355514124675,6.40749003431425,64.82382774975122,89.5384321678199,0.6333865768871205,0.001368992250153396,66575.1101878614,9176.525860879738,12442.174022428278,16934.296856588768,22809.62797318323,289662.3630299904,41621.19891962769,57776.661787166166,86719.14232829226,101263.81947696379,3.156785,6,1.0,9.774708235294115,2.711653725490198,0.013600000000000001
mocoa,5-2018,50.0,1,5,6,putumayo,21.6,2863.12,54.248069710680106,471.0,655.9909827975412,0.10248908170702203,6.740346659473431,66.98739581328846,93.11664088828121,0.7410832122999917,0.0009618793168318044,66575.1101878614,8342.795863629239,12746.787291177654,14646.043446514694,21509.092274499184,305479.03411748563,45544.10210016454,69977.62667574278,86719.14232829226,108292.25777439112,3.156785,4,0.0,2.3661780392156864,0.6252290196078425,0.0028000000000000247
barranquilla,5-2018,4433.0,22,896,73,atlantico,27.4,2863.12,2409.5518680274354,3303.0,572.9169340827203,0.01669115495277911,35.199588110583484,650.0689889358837,1192.3756454764793,0.7432690361057797,0.0018163528299874833,90564.33236994219,18675.17301372511,16895.620346194755,22969.130434782608,31706.494219653177,401216.14547206165,82734.34854049874,74850.61019243787,101757.34593572778,140465.42774566473,3.156785,10,1.0,44.20041921568628,20.05284666666666,2.00473764705882
guadalajaradebuga,5-2018,39.0,6,28,7,valledelcauca,22.178719687500205,2863.12,306.3436139874542,7107.0,424.30551265587513,0.13796355514124675,8.321415628979551,102.60305470531603,195.0539823432806,0.6399242010122721,0.00237576962261006,66575.1101878614,9279.008727550543,12084.064667851973,16904.5930171624,22758.390041929422,289384.5898722913,42121.80718483392,56246.65113271395,86719.14232829226,101240.5424917097,3.156785,7,1.0,3.45641137254902,0.9652137254901958,0.021294117647058797
dosquebradas,5-2018,126.0,6,54,20,risaralda,22.178719687500205,2863.12,212.57722453691252,717.0,339.2406933359371,0.0036656352339184996,5.824990940285687,54.50527236981725,87.87414904202404,0.6093751231200345,0.0011855886165549135,66575.1101878614,9057.546924606453,12426.382352408693,17113.147640447954,22590.92926029646,286808.6912602462,42233.07334611379,61732.75314444519,82208.89161327972,93210.39428230947,3.156785,12,0.0,7.127586274509809,1.822434117647059,0.010381176470588227
cajica,5-2018,68.0,0,50,7,cundinamarca,22.178719687500205,2863.12,153.37797052558577,0.0,254.97495809297905,0.0,1.6642831257959116,12.898194224915642,25.21388935580802,0.6033109976454305,0.002834506302333828,66575.1101878614,13290.608862057075,15215.514432153906,19696.67442510542,26565.020545472245,370580.5845687463,69338.64883689539,74465.45394746076,86719.14232829226,143000.17639275556,3.156785,22,0.0,5.927187450980391,1.490369411764707,0.004400000000000015
copacabana,5-2018,11.0,3,27,9,antioquia,22.178719687500205,2863.12,96.40890241190795,25362.0,321.12220802050564,0.3146585849405409,1.1649981880571403,8.737486410427664,11.56676772428159,0.6067159625038626,0.001310366466576616,66575.1101878614,11605.458847726013,12594.048938069896,19887.623825402694,23409.171749161647,300350.92169669265,51707.26319190907,55164.54965883385,87182.610799453,89161.15701305923,3.156785,2,2.0,0.9282125490196087,0.3990807843137256,0.00458156862745096
sabanalarga,5-2018,2.0,4,16,5,antioquia,25.9,2863.12,7.193745863577521,25362.0,356.36216826561684,0.3146585849405409,0.6657132503183618,12.898194224915642,16.226760476510094,0.6226122650850509,7.190222654476827e-05,66575.1101878614,11638.032757280298,12254.856645966362,19381.62074591229,24415.31823021692,309997.2787466694,52515.846718661276,54635.660667716125,86719.14232829226,105078.80334407654,3.156785,3,2.0,0.18997058823529223,0.036378039215686275,9.999999999998899e-05
envigado,5-2018,205.0,0,119,5,antioquia,22.178719687500205,2863.12,695.2203604829544,25362.0,321.40404484304577,0.3146585849405409,8.321415628979551,8.737486410427664,14.063192412975468,0.6054223747846664,0.0030379132021383383,66575.1101878614,11428.833278987313,12481.2115873914,19781.62833636121,23296.608143151072,298494.1576854924,50876.49788715179,54860.20319863287,89424.78829816057,89161.11795070193,3.156785,6,2.0,9.012664705882344,2.298539607843139,0.021607058823529424
valledupar,5-2018,133.0,8,218,133,cesar,27.1,2863.12,494.62996495484117,0.0,530.27082287705,2.8046991136035002e-05,11.400339411701978,175.0825848337263,281.26384825950873,0.7406713268768164,0.0009090223455157023,71348.94412331407,13375.902764353374,14147.241079199304,18009.060491493383,25566.711946050094,362341.5780346821,67928.76570655325,71845.96460690456,91457.99432892249,129839.10115606936,3.156785,8,0.0,27.31273764705881,7.60072666666667,0.046499999999999986
cartago,5-2018,131.0,2,16,10,valledelcauca,21.85,2863.12,202.34368473151227,7107.0,360.47749250232494,0.13796355514124675,5.076063533677527,51.17670611822541,78.80380600643639,0.6156711438790473,0.0014159611813096547,66575.1101878614,9014.497646413387,12575.264708951745,17026.280513817856,22762.366255845496,287059.71711668925,41212.65117382858,59972.89615444673,86719.14232829226,97790.11895106942,3.156785,10,1.0,5.022634509803922,1.322830588235293,0.013636862745098066
villavicencio,5-2018,262.0,11,346,42,meta,23.9,2863.12,845.6495761345666,0.0,314.4383526859642,6.745478880818546e-06,42.938504645534465,564.1919796448128,983.6745415016724,0.6245324883343263,0.0012732848343058574,99511.91233140655,9026.172433790836,20943.849724398027,18228.35633270321,51070.5684007707,494180.6647398844,44824.38333655519,104008.10753312058,90522.8440453686,253618.75626204236,3.156785,11,2.0,29.94506274509806,7.149710980392157,0.022899999999999976
tunja,5-2018,84.0,0,95,11,boyaca,22.178719687500205,2863.12,341.39158679641196,0.0,282.82459765523885,0.0,11.816410193150958,101.02198573580972,157.19154123142368,0.6185747664372847,0.0020830023478370895,58401.20038535645,8060.71815194278,14041.309351126583,20401.349716446126,15583.89210019268,245133.1599229287,33834.0547071332,58936.984817715886,85632.61436672967,65411.81791907515,3.156785,7,1.0,7.952460784313722,1.9954439215686257,0.042300000000000004
neiva,5-2018,259.0,9,253,50,huila,14.7,2863.12,490.26918920128753,0.0,439.329677481276,0.0,17.47497282085705,178.57757939790463,273.60814588084753,0.6529188876861586,0.001290117570966945,45363.37668593448,6158.732843611057,12169.793056764336,13328.572778827976,13515.363198458574,216780.43641618497,29431.070945292868,58156.44908616188,63693.97731568998,64586.60308285164,3.156785,5,0.0,24.47031843137254,6.655219607843137,0.0927
leticia,5-2018,453.0,1,10,14,amazonas,24.3,2863.12,39.88522695734348,680.0,1270.3440397819177,0.10301948936217692,16.476402945379505,93.28306920085743,219.6021584487703,1.047373537550884,0.0011904971780838576,66575.1101878614,6953.27011405252,10711.391092639264,13754.049328266903,27503.86071399506,384998.384023487,40862.060976491746,68883.12149881452,86719.14232829226,201843.76304570504,3.156785,1,0.0,4.890907843137255,1.074668627450981,0.0005999999999999894
cali,5-2018,11617.0,91,1375,165,valledelcauca,19.9,2863.12,3598.6668061127475,7107.0,467.95867009425365,0.13796355514124675,82.6316571957669,743.6017006056136,1153.0153495514062,0.6573441278036003,0.001456081191269966,57482.258188824664,10612.051034216121,10586.649260226284,15355.862003780718,20706.357418111755,248627.93063583813,45900.28996713706,45790.42065564259,66418.68903591682,89561.17919075144,3.156785,11,1.0,62.86891490196081,16.10333372549018,0.2073929411764706
sogamoso,5-2018,27.0,1,56,10,boyaca,19.3,2863.12,213.63014613316057,0.0,304.97984328877266,0.0,5.65856262770609,71.06488947148318,109.09375889592184,0.6330394783904527,0.0018411471600965309,66575.1101878614,10374.978802602182,14438.880928360379,19097.722060424236,24963.210793408376,329738.87151091406,45967.320770837985,65695.27142445913,86719.14232829226,112135.97258434161,3.156785,6,1.0,5.2233415686274505,1.2578843137254903,0.007665490196078428
buenaventura,5-2018,110.0,8,42,11,valledelcauca,26.15,2863.12,357.52237062731785,7107.0,481.21762224140014,0.13796355514124675,8.238201472689752,263.03994803204114,397.2643821274836,0.6605875308312923,0.0008433583391180979,66575.1101878614,9470.705157481101,11397.449384113435,16897.31206167907,23055.224479973596,291167.3721758712,42692.7432504208,52084.187209403164,86719.14232829226,109471.62460699753,3.156785,10,1.0,13.92808039215686,3.820427843137256,0.0
itagui,5-2018,94.0,7,148,18,antioquia,22.178719687500205,2863.12,609.6668200913136,25362.0,324.76645186894285,0.3146585849405409,7.489274066081592,155.86011473078543,214.7757373839621,0.6062751186505799,0.0022029992342790217,66575.1101878614,11388.43684777832,12411.326552616156,19731.72492327473,23338.05457177382,298611.7553772389,50702.1733418835,54624.05043829973,89390.92906150836,90336.51635231689,3.156785,6,2.0,3.388832549019611,1.0027399999999997,0.023678823529411752
medellin,5-2018,26950.0,64,1934,209,antioquia,19.2,2863.12,5232.296501013117,25362.0,324.22662699632673,0.3146585849405409,158.273325263191,1363.2143083394294,2218.9054774673964,0.6063685620079177,0.0020685895055130073,64129.097302504815,11737.71602551711,12482.592592592593,23988.551984877126,15543.375722543351,274400.7581888247,50224.28958051421,53411.5259646069,102644.15217391304,66508.2514450867,3.156785,11,2.0,78.80659607843137,19.28187803921569,0.3363549019607843
chia,5-2018,320.0,1,83,5,cundinamarca,22.178719687500205,2863.12,230.2110194854193,0.0,254.0124746705888,0.0,6.157847565444868,12.398909287177958,17.891043602306013,0.6035718059674151,0.0018519256006034907,66575.1101878614,13513.229095355144,15286.621188420157,19689.142784398307,26760.40141365263,375412.11183400324,71345.78053446347,75450.5203222277,87441.8084906318,147214.19661427883,3.156785,10,0.0,15.87944509803921,3.687139999999999,0.01694941176470588
girardot,5-2018,26.0,2,46,9,cundinamarca,26.7,2863.12,124.37886196885019,0.0,307.94896429996703,0.0,8.238201472689752,157.19154123142653,287.67133829382294,0.61014634829631,0.0009579837482389065,66575.1101878614,10816.28488352927,16406.274305718227,18351.593977175587,25037.428801576814,345217.5123126398,54649.21072384513,78962.75069892625,86719.14232829226,130792.49559750005,3.156785,9,0.0,13.81920156862745,4.024415686274517,0.02063999999999999
ipiales,5-2018,504.0,4,39,13,narino,22.178719687500205,2863.12,103.10040902368941,8961.0,734.7103176168615,0.3555277170712855,13.147836693787681,184.4025703381849,276.270998882121,0.7765861325027676,0.00062079136449334,66575.1101878614,8237.214640345413,11571.961761000888,14245.217671019214,21178.22445871136,275849.5059051991,38026.685006216874,54752.802418515,86719.14232829226,91772.51006184879,3.156785,5,0.0,3.7124258823529424,1.021128627450981,0.015699999999999992
yopal,5-2018,31.0,0,89,18,casanare,24.4,2863.12,404.54662648113634,0.0,341.09480681913357,0.0,16.22676047651012,238.65820023913693,324.285567061333,0.6500619230176891,0.0037871096448403546,66575.1101878614,9893.999534354884,14976.927387177733,18478.66964031692,26122.6110586782,352157.4466076154,45616.38851729129,71197.12861440491,86719.14232829226,139604.03828714584,3.156785,3,1.0,8.833820392156868,2.06417568627451,0.09739999999999999
maicao,5-2018,44.0,14,26,5,laguajira,22.178719687500205,2863.12,101.90663532693537,15388.0,633.1383116819022,0.2706872932929146,3.994279501910185,56.918482902219694,79.5527334130445,0.7960430211642273,0.0008234413837353473,66575.1101878614,9081.823901086475,14690.113845112577,15551.444492237253,25619.984592935627,371586.57870569534,49927.568982850884,90555.01846106519,86719.14232829226,153619.6699476511,3.156785,2,1.0,9.80569137254901,2.272529019607846,0.06371058823529413
facatativa,5-2018,36.0,0,64,10,cundinamarca,22.178719687500205,2863.12,338.65053682012825,0.0,259.2805737160591,0.0,3.661422876751004,31.95423601528455,39.11065345620386,0.6017551041017196,0.0023342330908473134,66575.1101878614,12950.500955222273,15301.041004353156,19412.29640060214,25992.740439869704,362085.27030598733,67635.20745252863,74844.50292346267,86719.14232829226,137318.05294855725,3.156785,2,0.0,2.963471764705883,0.7294874509803928,0.0005999999999999894
floridablanca,5-2018,77.0,1,111,14,santander,22.178719687500205,2863.12,348.4141227642948,244.0,318.68837284326463,0.001204245492828237,8.571058097848933,45.2685010216519,73.81095662904858,0.6500400030438965,0.0011781733060701695,66575.1101878614,12425.89285040663,13899.112657026322,18676.867691713807,23463.41723494921,317303.0265892759,59682.536201462106,63486.22081492067,86556.9266075735,97176.39015585276,3.156785,8,1.0,4.9220078431372585,1.1667203921568627,0.006299999999999972
madrid,5-2018,20.0,0,68,3,cundinamarca,22.178719687500205,2863.12,129.74295876462736,0.0,255.95875343851657,0.0,1.248212344346932,15.893903851349023,17.974257758595854,0.6029688038567252,0.0011557980897306764,66575.1101878614,13274.131628933967,15471.786614342436,19465.26538791065,26478.88921578011,371844.5779946741,70334.10767217547,76475.604315849,86719.14232829226,145580.7950823864,3.156785,6,0.0,7.687583921568634,1.957959607843131,0.0028000000000000247
sabaneta,5-2018,76.0,0,54,3,antioquia,22.178719687500205,2863.12,236.93377789828594,25362.0,323.3675350630943,0.3146585849405409,2.163568063534683,10.651412005092425,22.38460804195506,0.6058514920108409,0.002876282584501195,66575.1101878614,11383.76675973089,12431.118651546423,19720.352294421806,23325.42311920762,298551.76284364186,50714.18508018485,54747.686420642065,88895.70971667636,90161.1430014191,3.156785,9,2.0,1.8760396078431363,0.5100764705882357,0.006799999999999973
santanderdequilichao,5-2018,7.0,3,41,8,cauca,22.178719687500205,2863.12,120.5841993201097,0.0,493.37104360119497,0.0,2.163568063534683,56.16955549560953,81.79951563286897,0.6689028778135261,0.0006699122184450539,66575.1101878614,9184.983571969964,13429.238873788929,17286.03656850917,22628.674650644643,306751.9119694667,43694.51491348401,64123.288577614156,86719.14232829226,109941.9695695381,3.156785,5,0.0,4.176565098039209,0.9584305882352941,0.008900000000000019
popayan,5-2018,271.0,2,264,39,cauca,15.8,2863.12,364.1184313728016,0.0,543.7758268043585,0.0,14.728905663293805,160.85296410817682,241.32105324040685,0.6908241108131737,0.001210351224659206,84369.4238921002,8901.43920355693,17805.12813074171,26488.427221172024,30760.10789980732,422943.52504816954,44622.87454088537,89257.02543274345,132786.3629489603,154200.2803468208,3.156785,8,0.0,11.2796250980392,2.878352549019608,0.020799999999999985
ibague,5-2018,317.0,13,345,45,tolima,22.61197,2863.12,719.327981011778,0.0,325.07435311250214,0.0,26.961386637893735,280.8477774780622,466.58177431688324,0.6097742585693345,0.0013293783988789117,72075.63583815028,9857.821380243573,17284.157238178122,20651.458412098298,23981.51926782274,355245.8391136801,48587.15252271409,85190.0222415627,101786.74858223062,118199.93256262042,3.156785,6,1.0,24.56993647058824,6.477062352941195,0.03416274509803924
barrancabermeja,5-2018,43.0,4,104,20,santander,25.9,2863.12,1230.3925210414143,244.0,304.99028819765715,0.001204245492828237,9.070343035587705,151.94904938516993,209.94931631915398,0.6305000623288458,0.0060450557934990405,66575.1101878614,12357.754785750534,14044.57778195948,19434.496261945216,23688.33958891042,314397.7128797561,57588.441085562015,62578.70738792802,86719.14232829226,91675.64535885361,3.156785,2,1.0,13.34044666666666,3.685928627450983,0.03520000000000001
inirida,5-2018,11.0,0,1,3,guainia,24.2,2863.12,24.234459979594195,44.0,791.7940198106381,0.00013952490527166782,1.9971397509550926,14.063192412977514,20.80353907244887,0.854082862072559,0.0011950520232552983,66575.1101878614,7033.777990592385,11794.202134948287,14998.705070461087,28075.02181868819,386492.8056601157,36981.37515400094,67320.73814065605,86719.14232829226,203123.44621632856,3.156785,0,0.0,5.485195686274508,1.574112156862744,0.0020999999999999908
fusagasuga,5-2018,53.0,1,33,9,cundinamarca,8.4,2863.12,151.70643428639457,0.0,286.4197998100105,0.0,8.571058097848933,110.25875708398235,227.5075032963008,0.6095441965869728,0.0008911274856608841,66575.1101878614,11933.487211936152,16679.846809020066,18801.06345995072,26627.727558176364,373089.5787436651,62267.81990346336,81825.9533671441,86719.14232829226,153604.9369456301,3.156785,3,0.0,6.186036078431372,1.728981568627452,0.013400000000000023
laestrella,5-2018,12.0,0,23,8,antioquia,22.178719687500205,2863.12,121.4643396672103,25362.0,328.17687953188124,0.3146585849405409,1.0817840317673344,0.9153557191893924,4.576778595938777,0.6072401110614897,0.0016977334498177413,66575.1101878614,11342.453264912418,12339.469587293443,19647.916817109814,23412.030838113096,299091.77249330835,50570.19973886143,54454.791035643386,88223.36037204762,92159.48884358992,3.156785,6,2.0,1.136242352941176,0.2838199999999995,0.005400000000000016
